Entry	Gene Names	Gene Ontology (molecular function)
Q6CC10	YALI0_C13706g	structural constituent of ribosome [GO:0003735]
Q6CC12	YALI0_C13596g	nucleic acid binding [GO:0003676]
Q6CC13	YALI0_C13574g	allantoate transmembrane transporter activity [GO:0015124]; dipeptide transmembrane transporter activity [GO:0071916]
Q6CC14	YALI0_C13552g	
Q6CC15	YALI0_C13530g	GTP binding [GO:0005525]; GTPase activity [GO:0003924]
Q6CC16	YALI0_C13508g	alditol:NADP+ 1-oxidoreductase activity [GO:0004032]
Q6CC19	YALI0_C13442g	
Q6CC20	YALI0_C13420g	
Q6CC23	YALI0_C13332g	
Q6CC25	YALI0_C13244g	
Q6CC26	YALI0_C13178g	protein dimerization activity [GO:0046983]
Q6CC29	YALI0_C13024g	
Q6CC30	YALI0_C13002g	
Q6CC31	YALI0_C12980g	aspartic-type endopeptidase activity [GO:0004190]
Q6CC33	YALI0_C12947g	
Q6CC35	YALI0_C12881g	
Q6CC40	YALI0_C12727g	
Q6CC44	YALI0_C12595g	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]"
Q6CC45	YALI0_C12573g	
Q6CC46	YALI0_C12551g	
Q6CC48	YALI0_C12518g	
Q6CC49	YALI0_C12496g	
Q6CC53	YALI0_C12408g	
Q6CC54	YALI0_C12386g	protein disulfide isomerase activity [GO:0003756]
Q6CC55	YALI0_C12364g	"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]"
Q6CC56	YALI0_C12342g	chromatin DNA binding [GO:0031490]
Q6CC58	YALI0_C12254g	monoatomic cation transmembrane transporter activity [GO:0008324]
Q6CC59	YALI0_C12232g	transmembrane transporter activity [GO:0022857]
Q6CC60	YALI0_C12210g	
Q6CC61	YALI0_C12188g	
Q6CC62	YALI0_C12166g	
Q6CC65	YALI0_C12100g	L-amino acid transmembrane transporter activity [GO:0015179]
Q6CC67	YALI0_C12034g	
Q6CC68	YALI0_C12012g	
Q6CC69	YALI0_C11968g	
Q6CC72	YALI0_C11858g	"DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; transcription cis-regulatory region binding [GO:0000976]; zinc ion binding [GO:0008270]"
Q6CC73	YALI0_C11836g	
Q6CC74	YALI0_C11825g	methyltransferase activity [GO:0008168]
Q6CC76	YALI0_C11781g	
Q6CC78	YALI0_C11693g	oxysterol binding [GO:0008142]; sterol transporter activity [GO:0015248]
Q6CC81	YALI0_C11627g	heme binding [GO:0020037]; metal ion binding [GO:0046872]
Q6CC83	YALI0_C11583g	cytoskeletal protein-membrane anchor activity [GO:0106006]
Q6CC85	YALI0_C11539g	peptide alpha-N-acetyltransferase activity [GO:0004596]
Q6CC86	YALI0_C11517g	
Q6CC87	YALI0_C11495g	hydrolase activity [GO:0016787]
Q6CC88	YALI0_C11473g	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
Q6CC89	YALI0_C11451g	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]"
Q6CC90	YALI0_C11429g	ribonuclease III activity [GO:0004525]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
Q6CC95	YALI0_C11319g	
Q6CC96	YALI0_C11297g	phosphatidate phosphatase activity [GO:0008195]
Q6CC97	YALI0_C11275g	
Q6CC98	YALI0_C11253g	oligopeptide transmembrane transporter activity [GO:0035673]
Q6CCA0	YALI0_C11209g	
Q6CCA1	YALI0_C11165g	
Q6CCA5	YALI0_C11077g	
Q6CCA6	YALI0_C11055g	
Q6CCA8	YALI0_C11011g	protein transmembrane transporter activity [GO:0008320]
Q6CCA9	YALI0_C10989g	"phosphotransferase activity, for other substituted phosphate groups [GO:0016780]"
Q6CCB2	YALI0_C10923g	aspartic-type endopeptidase activity [GO:0004190]
Q6CCB5	YALI0_C03498g YALI0_C10868g YALI0_C19305g YALI0_C19888g YALI0_F03245g	catalytic activity [GO:0003824]
Q6CCB6	YALI0_C10846g	
Q6CCB7	YALI0_C10824g	
Q6CCB8	YALI0_C10802g	structural constituent of ribosome [GO:0003735]
Q6CCC0	YALI0_C10758g	
Q6CCC1	YALI0_C10736g	
Q6CCC2	YALI0_C10714g	
Q6CCC3	YALI0_C10692g	
Q6CCC4	YALI0_C10670g	transmembrane transporter activity [GO:0022857]
Q6CCC6	YALI0_C10626g	
Q6CCC9	YALI0_C10538g	
Q6CCD1	YALI0_C10494g	metalloaminopeptidase activity [GO:0070006]; zinc ion binding [GO:0008270]
Q6CCD2	YALI0_C10472g	
Q6CCD3	YALI0_C10450g	
Q6CCD4	YALI0_C10428g	
Q6CCD6	YALI0_C10311g	potassium ion transmembrane transporter activity [GO:0015079]
Q6CCD7	YALI0_C10274g	
Q6CCD8	YALI0_C10252g	
Q6CCE0	YALI0_C10208g	
Q6CCE1	YALI0_C10142g	
Q6CCE2	YALI0_C10120g	
Q6CCE4	YALI0_C10076g	
Q6CCE5	YALI0_C10054g	"heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]"
Q6CCE9	YALI0_C09966g	
Q6CCF3	YALI0_C09889g	amino acid transmembrane transporter activity [GO:0015171]
Q6CCF4	YALI0_C09845g	
Q6CCF5	YALI0_C09823g	biotin transmembrane transporter activity [GO:0015225]; dethiobiotin transmembrane transporter activity [GO:1901604]; solute:proton symporter activity [GO:0015295]
Q6CCF7	YALI0_C09779g	
Q6CCF9	YALI0_C09735g	deaminase activity [GO:0019239]
Q6CCG1	YALI0_C09658g	nucleic acid binding [GO:0003676]; RNA-DNA hybrid ribonuclease activity [GO:0004523]
Q6CCG3	YALI0_C09614g	
Q6CCG4	YALI0_C09592g	
Q6CCG5	YALI0_C09570g	aldose 1-epimerase activity [GO:0004034]; carbohydrate binding [GO:0030246]
Q6CCG7	YALI0_C09526g	RNA binding [GO:0003723]
Q6CCG8	YALI0_C09504g	
Q6CCG9	YALI0_C09482g	"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]"
Q6CCH2	YALI0_C09394g	
Q6CCH3	YALI0_C09372g	
Q6CCH5	YALI0_C09328g	molecular adaptor activity [GO:0060090]
Q6CCH6	YALI0_C09284g	
Q6CCH7	YALI0_C09262g	RNA binding [GO:0003723]
Q6CCH8	YALI0_C09240g	
Q6CCH9	YALI0_C09232g	sequence-specific DNA binding [GO:0043565]
Q6CCI0	YALI0_C09218g	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]
Q6CCI3	YALI0_C09163g	
Q6CCI5	YALI0_C09119g	alditol:NADP+ 1-oxidoreductase activity [GO:0004032]
Q6CCI6	YALI0_C09031g	
Q6CCI7	YALI0_C09009g	"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]"
Q6CCI8	YALI0_C08987g	ATPase inhibitor activity [GO:0042030]
Q6CCI9	YALI0_C08965g	
Q6CCJ1	YALI0_C08943g	carbohydrate:proton symporter activity [GO:0005351]
Q6CCJ2	YALI0_C08921g	
Q6CCJ5	YALI0_C08855g	oxidoreductase activity [GO:0016491]
Q6CCJ6	YALI0_C08833g	
Q6CCJ7	YALI0_C08811g	"NAD+ binding [GO:0070403]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]"
Q6CCJ9	YALI0_C08767g	beta-tubulin binding [GO:0048487]; GTPase activator activity [GO:0005096]
Q6CCK0	YALI0_C08745g	
Q6CCK1	YALI0_C08723g	structural constituent of ribosome [GO:0003735]
Q6CCK3	YALI0_C08679g	
Q6CCK4	YALI0_C08657g	poly(A)-specific ribonuclease activity [GO:0004535]
Q6CCK5	YALI0_C08635g	RNA binding [GO:0003723]
Q6CCK6	YALI0_C08613g	
Q6CCK8	YALI0_C08569g	transmembrane transporter activity [GO:0022857]
Q6CCL0	YALI0_C08481g	hydrolase activity [GO:0016787]
Q6CCL1	YALI0_C08473g	
Q6CCL2	YALI0_C08459g	FMN binding [GO:0010181]; riboflavin reductase (NADPH) activity [GO:0042602]
Q6CCL3	YALI0_C08437g	
Q6CCL4	YALI0_C08415g	
Q6CCL5	YALI0_C08393g	hydrolase activity [GO:0016787]
Q6CCL6	YALI0_C08371g	
Q6CCL7	YALI0_C08349g	
Q6CCL8	YALI0_C08327g	DNA binding [GO:0003677]
Q6CCM3	YALI0_C08228g	transmembrane transporter activity [GO:0022857]
Q6CCM4	YALI0_C08220g	
Q6CCM5	YALI0_C08206g	histone acetyltransferase activity [GO:0004402]
Q6CCM6	YALI0_C08184g	
Q6CCM7	YALI0_C08140g	
Q6CCM9	YALI0_C08096g	
Q6CCN2	YALI0_C08030g	
Q6CCN3	YALI0_C07975g	guanyl-nucleotide exchange factor activity [GO:0005085]
Q6CCN5	YALI0_C07931g	
Q6CCN6	YALI0_C07909g	
Q6CCN7	YALI0_C07887g	structural constituent of ribosome [GO:0003735]
Q6CCN8	YALI0_C07865g	
Q6CCN9	YALI0_C07843g	GTPase binding [GO:0051020]
Q6CCP0	YALI0_C07821g	"DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]"
Q6CCP1	YALI0_C07777g	
Q6CCP3	YALI0_C07744g	
Q6CCP4	YALI0_C07722g	fluconazole transmembrane transporter activity [GO:0015244]
Q6CCP6	YALI0_C07678g	amino acid transmembrane transporter activity [GO:0015171]
Q6CCP7	YALI0_C07656g	
Q6CCP8	YALI0_C07634g	
Q6CCP9	YALI0_C07612g	
Q6CCQ1	YALI0_C07568g	lipid binding [GO:0008289]
Q6CCQ2	YALI0_C07546g	"monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]"
Q6CCQ8	YALI0_C07414g	oxidoreductase activity [GO:0016491]
Q6CCQ9	YALI0_C07348g	transmembrane transporter activity [GO:0022857]
Q6CCR0	YALI0_C07326g	lysophosphatidic acid acyltransferase activity [GO:0042171]; phospholipase A2 activity [GO:0004623]
Q6CCR2	YALI0_C07282g	
Q6CCR3	YALI0_C07260g	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent DNA damage sensor activity [GO:0140664]
Q6CCR4	YALI0_C07238g	mitochondrion autophagosome adaptor activity [GO:0140580]
Q6CCR5	YALI0_C07194g	
Q6CCR9	YALI0_C07062g	
Q6CCS0	YALI0_C07040g	mRNA binding [GO:0003729]
Q6CCS2	YALI0_C06996g	phosphopantothenate--cysteine ligase activity [GO:0004632]
Q6CCS3	YALI0_C06974g	
Q6CCS5	YALI0_C06930g	acid phosphatase activity [GO:0003993]
Q6CCS6	YALI0_C06908g	
Q6CCS8	YALI0_C06864g	
Q6CCS9	YALI0_C06842g	"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]"
Q6CCT0	YALI0_C06820g	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
Q6CCT3	YALI0_C06754g	"dioxygenase activity [GO:0051213]; ferrous iron binding [GO:0008198]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen [GO:0016701]; zinc ion binding [GO:0008270]"
Q6CCT4	YALI0_C06732g	arylformamidase activity [GO:0004061]
Q6CCT5	YALI0_C06710g	
Q6CCT7	YALI0_C06622g	
Q6CCT8	YALI0_C06600g	
Q6CCT9	YALI0_C06578g	nucleoside transmembrane transporter activity [GO:0005337]; symporter activity [GO:0015293]
Q6CCU0	YALI0_C06556g	
Q6CCU1	YALI0_C06534g	
Q6CCU2	YALI0_C06512g	transmembrane transporter activity [GO:0022857]
Q6CCU5	YALI0_C06446g	FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]
Q6CCU6	YALI0_C06424g	carbohydrate:proton symporter activity [GO:0005351]
Q6CCU9	YALI0_C06325g	
Q6CCV1	YALI0_C06281g	FMN binding [GO:0010181]; phosphopantothenoylcysteine decarboxylase activity [GO:0004633]
Q6CCV2	YALI0_C06259g	
Q6CCV3	YALI0_C06237g	
Q6CCV5	YALI0_C06193g	
Q6CCV6	YALI0_C06171g	"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor [GO:0016628]"
Q6CCV8	YALI0_C06127g	ADP transmembrane transporter activity [GO:0015217]
Q6CCV9	YALI0_C06105g	siderophore-iron transmembrane transporter activity [GO:0015343]
Q6CCW3	YALI0_C06017g	
Q6CCW4	YALI0_C05995g	"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]"
Q6CCW5	YALI0_C05973g	
Q6CCW7	YALI0_C05929g	
Q6CCW8	YALI0_C05907g	
Q6CCW9	YALI0_C05885g	CoA-ligase activity [GO:0016405]
Q6CCX0	YALI0_C05863g	
Q6CCX1	YALI0_C05841g	
Q6CCX2	YALI0_C05819g	
Q6CCX3	YALI0_C05797g	
Q6CCX6	YALI0_C05731g	
Q6CCX7	YALI0_C05709g	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]
Q6CCX8	YALI0_C05687g	
Q6CCY0	YALI0_C05643g	
Q6CCY3	YALI0_C05577g	
Q6CCY4	YALI0_C05555g	
Q6CCY6	YALI0_C05511g	
Q6CCY8	YALI0_C05467g	glutathione disulfide oxidoreductase activity [GO:0015038]
Q6CCZ3	YALI0_C05324g	RNA binding [GO:0003723]
Q6CCZ4	YALI0_C05302g	SNAP receptor activity [GO:0005484]
Q6CCZ6	YALI0_C05258g	2-aminoadipate transaminase activity [GO:0047536]; aromatic-amino-acid:2-oxoglutarate aminotransferase activity [GO:0008793]; pyridoxal phosphate binding [GO:0030170]
Q6CCZ7	YALI0_C05236g	
Q6CCZ9	YALI0_C05148g	structural constituent of ribosome [GO:0003735]
Q6CD00	YALI0_C05126g	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; protein kinase binding [GO:0019901]
Q6CD01	YALI0_C05104g	
Q6CD02	YALI0_C05082g	structural constituent of ribosome [GO:0003735]
Q6CD03	YALI0_C05060g	
Q6CD05	YALI0_C04928g	histidine phosphotransfer kinase activity [GO:0009927]; protein histidine kinase binding [GO:0043424]
Q6CD06	YALI0_C04906g	
Q6CD07	YALI0_C04884g	
Q6CD09	YALI0_C04796g	transmembrane transporter activity [GO:0022857]
Q6CD11	YALI0_C04730g	carbohydrate:proton symporter activity [GO:0005351]
Q6CD12	YALI0_C04620g	mRNA binding [GO:0003729]; translation initiation factor activity [GO:0003743]
Q6CD15	YALI0_C04565g	
Q6CD16	YALI0_C04543g	
Q6CD18	YALI0_C04499g	fluconazole transmembrane transporter activity [GO:0015244]
Q6CD19	YALI0_C04477g	fluconazole transmembrane transporter activity [GO:0015244]
Q6CD20	YALI0_C04455g	
Q6CD22	YALI0_C04411g	cadmium ion transmembrane transporter activity [GO:0015086]; manganese ion transmembrane transporter activity [GO:0005384]
Q6CD23	YALI0_C04389g	
Q6CD25	YALI0_C04345g	RNA binding [GO:0003723]
Q6CD26	YALI0_C04323g	transmembrane transporter activity [GO:0022857]
Q6CD27	YALI0_C04301g	guanyl-nucleotide exchange factor activity [GO:0005085]
Q6CD28	YALI0_C04279g	aspartic-type endopeptidase activity [GO:0004190]
Q6CD29	YALI0_C04257g	
Q6CD30	YALI0_C04235g	
Q6CD31	YALI0_C04213g	snoRNA binding [GO:0030515]
Q6CD34	YALI0_C04158g	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
Q6CD35	YALI0_C04136g	
Q6CD36	YALI0_C04114g	
Q6CD37	YALI0_C04092g	
Q6CD38	YALI0_C04070g	
Q6CD39	YALI0_C04048g	
Q6CD40	YALI0_C04026g	"monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]"
Q6CD41	YALI0_C04004g	mannosyltransferase activity [GO:0000030]
Q6CD43	YALI0_C03916g	
Q6CD44	YALI0_C03894g	
Q6CD45	YALI0_C03872g	structural constituent of ribosome [GO:0003735]
Q6CD46	YALI0_C03850g	
Q6CD47	YALI0_C03828g	molecular adaptor activity [GO:0060090]
Q6CD48	YALI0_C03806g	
Q6CD51	YALI0_C03718g	
Q6CD52	YALI0_C03696g	metal ion binding [GO:0046872]
Q6CD54	YALI0_C03652g	cysteine-type peptidase activity [GO:0008234]; deNEDDylase activity [GO:0019784]
Q6CD55	YALI0_C03630g	
Q6CD57	YALI0_C03586g	
Q6CD58	YALI0_C03564g	protein dimerization activity [GO:0046983]
Q6CD59	YALI0_C03542g	
Q6CD60	YALI0_C03520g	
Q6CD62	YALI0_C03487g YALI0_C10879g YALI0_C19316g YALI0_C19899g YALI0_F03256g	
Q6CD63	YALI0_C03465g	protein self-association [GO:0043621]; unfolded protein binding [GO:0051082]
Q6CD64	YALI0_C03443g	protein self-association [GO:0043621]; unfolded protein binding [GO:0051082]
Q6CD66	YALI0_C03399g	metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]
Q6CD70	YALI0_C03267g	N-acetyltransferase activity [GO:0008080]
Q6CD71	YALI0_C03245g	phospholipid binding [GO:0005543]
Q6CD73	YALI0_C03201g	
Q6CD74	YALI0_C03179g	pyridoxal phosphate binding [GO:0030170]; serine C-palmitoyltransferase activity [GO:0004758]
Q6CD75	YALI0_C03135g	
Q6CD76	YALI0_C03091g	
Q6CD78	YALI0_C03047g	histone deacetylase binding [GO:0042826]
Q6CD79	YALI0_C03025g	aldehyde dehydrogenase (NAD+) activity [GO:0004029]
Q6CD81	YALI0_C02981g	structural constituent of cell wall [GO:0005199]
Q6CD82	YALI0_C02959g	GTPase activator activity [GO:0005096]
Q6CD84	YALI0_C02915g	
Q6CD85	YALI0_C02893g	
Q6CD86	YALI0_C02871g	
Q6CD87	YALI0_C02849g	protein serine/threonine phosphatase activity [GO:0004722]
Q6CD88	YALI0_C02827g	
Q6CD89	YALI0_C02805g	
Q6CD90	YALI0_C02783g	transmembrane transporter activity [GO:0022857]
Q6CD91	YALI0_C02761g	
Q6CD92	YALI0_C02717g	cysteine-type deubiquitinase activity [GO:0004843]
Q6CD93	YALI0_C02651g	
Q6CD94	YALI0_C02629g	
Q6CD95	YALI0_C02607g	
Q6CD96	YALI0_C02585g	
Q6CD98	YALI0_C02541g	siderophore-iron transmembrane transporter activity [GO:0015343]
Q6CD99	YALI0_C02519g	
Q6CDA0	YALI0_C02497g	
Q6CDA2	YALI0_C02453g	
Q6CDA6	YALI0_C02365g	ATP binding [GO:0005524]; helicase activity [GO:0004386]; RNA binding [GO:0003723]
Q6CDA7	YALI0_C02343g	
Q6CDA8	YALI0_C02321g	
Q6CDA9	YALI0_C02255g	
Q6CDB0	YALI0_C02233g	
Q6CDB1	YALI0_C02211g	
Q6CDB2	YALI0_C02167g	
Q6CDB3	YALI0_C02057g	protein serine/threonine kinase activity [GO:0004674]
Q6CDB4	YALI0_C01991g	
Q6CDB5	YALI0_C01969g	mRNA binding [GO:0003729]
Q6CDB6	YALI0_C01947g	
Q6CDB7	YALI0_C01925g	
Q6CDB8	YALI0_C01903g	transcription elongation factor activity [GO:0003711]
Q6CDC1	YALI0_C01826g	
Q6CDC2	YALI0_C01782g	
Q6CDC3	YALI0_C01760g	
Q6CDC4	YALI0_C01738g	unfolded protein binding [GO:0051082]
Q6CDC6	YALI0_C01694g	
Q6CDC8	YALI0_C01595g	
Q6CDD4	YALI0_C01397g	
Q6CDD5	YALI0_C01375g	"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]"
Q6CDD7	YALI0_C01331g	
Q6CDD8	YALI0_C01309g	
Q6CDE2	YALI0_C01221g	proteasome regulatory particle binding [GO:1904855]
Q6CDE3	YALI0_C01199g	
Q6CDE4	YALI0_C01177g	
Q6CDE5	YALI0_C01155g	
Q6CDE7	YALI0_C01111g	riboflavin synthase activity [GO:0004746]
Q6CDE8	YALI0_C01089g	
Q6CDE9	YALI0_C01067g	
Q6CDF0	YALI0_C01045g	
Q6CDF2	YALI0_C01001g	
Q6CDF3	YALI0_C00979g	hydrolase activity [GO:0016787]
Q6CDF4	YALI0_C00957g	ribosome binding [GO:0043022]; ubiquitin protein ligase activity [GO:0061630]
Q6CDF8	YALI0_C00869g	
Q6CDF9	YALI0_C00847g	transmembrane transporter activity [GO:0022857]
Q6CDG0	YALI0_C00825g	transmembrane transporter activity [GO:0022857]
Q6CDG2	YALI0_C00781g	
Q6CDG7	YALI0_C00671g	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
Q6CDG8	YALI0_C00649g	
Q6CDG9	YALI0_C00627g	transmembrane transporter activity [GO:0022857]
Q6CDH1	YALI0_C00583g	
Q6CDH2	YALI0_C00561g	ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]
Q6CDH5	YALI0_C00473g	
Q6CDH6	YALI0_C00451g	amino acid transmembrane transporter activity [GO:0015171]; dicarboxylic acid transmembrane transporter activity [GO:0005310]
Q6CDH7	YALI0_C00429g	protein kinase binding [GO:0019901]
Q6CDH9	YALI0_C00385g	protein-macromolecule adaptor activity [GO:0030674]
Q6CDI1	YALI0_C00341g	
Q6CDI2	YALI0_C00319g	alditol:NADP+ 1-oxidoreductase activity [GO:0004032]
Q6CDI3	YALI0_C00297g	
Q6CDI4	YALI0_C00275g	
Q6CDI7	YALI0_C00209g	glycerol-3-phosphate O-acyltransferase activity [GO:0004366]; glycerone-phosphate O-acyltransferase activity [GO:0016287]
Q6CDI8	YALI0_C00187g	transferase activity [GO:0016740]
Q6CDJ2	YALI0_C00110g	
Q6CDJ3	YALI0_B23496g	
Q6CDJ4	YALI0_B23474g	
Q6CDJ5	YALI0_B23452g	
Q6CDJ6	YALI0_B23430g	chromatin binding [GO:0003682]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]
Q6CDJ9	YALI0_B23364g	serine-type endopeptidase activity [GO:0004252]
Q6CDK2	YALI0_B23298g	delta14-sterol reductase activity [GO:0050613]
Q6CDK4	YALI0_B23254g	
Q6CDK5	YALI0_B23232g	mRNA binding [GO:0003729]
Q6CDK6	YALI0_B23210g	metal ion binding [GO:0046872]; RNA polymerase I core promoter sequence-specific DNA binding [GO:0001164]
Q6CDK8	YALI0_B23166g	protein kinase activity [GO:0004672]
Q6CDL1	YALI0_B23100g	4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840]
Q6CDL4	YALI0_B23034g	
Q6CDL5	YALI0_B23012g	
Q6CDL6	YALI0_B22990g	serine-type endopeptidase activity [GO:0004252]
Q6CDL7	YALI0_B22968g	
Q6CDM1	YALI0_B22880g	serine-type endopeptidase activity [GO:0004252]
Q6CDM2	YALI0_B22858g	
Q6CDM3	YALI0_B22836g	
Q6CDM4	YALI0_B22814g	
Q6CDM5	YALI0_B22792g	GTPase activator activity [GO:0005096]
Q6CDM6	YALI0_B22770g	
Q6CDM7	YALI0_B22748g	
Q6CDM8	YALI0_B22726g	
Q6CDM9	YALI0_B22704g	
Q6CDN0	YALI0_B22682g	
Q6CDN3	YALI0_B22616g	protein serine/threonine phosphatase activity [GO:0004722]
Q6CDN4	YALI0_B22594g	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
Q6CDN9	YALI0_B22484g	guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase binding [GO:0031267]
Q6CDP0	YALI0_B22462g	
Q6CDP2	YALI0_B22418g	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]
Q6CDP5	YALI0_B22330g	RNA lariat debranching enzyme activator activity [GO:0061632]
Q6CDP7	YALI0_B22286g	
Q6CDP8	YALI0_B22264g	nucleic acid binding [GO:0003676]; RNA-DNA hybrid ribonuclease activity [GO:0004523]
Q6CDQ0	YALI0_B22220g	
Q6CDQ1	YALI0_B22198g	
Q6CDQ2	YALI0_B22176g	"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]"
Q6CDQ4	YALI0_B22132g	proteasome binding [GO:0070628]
Q6CDQ5	YALI0_B22110g	actin binding [GO:0003779]
Q6CDQ6	YALI0_B22088g	ubiquitin protein ligase activity [GO:0061630]
Q6CDQ8	YALI0_B22000g	
Q6CDR2	YALI0_B21912g	
Q6CDR3	YALI0_B21890g	
Q6CDR4	YALI0_B21868g	
Q6CDR7	YALI0_B21780g	alditol:NADP+ 1-oxidoreductase activity [GO:0004032]
Q6CDR8	YALI0_B21714g	
Q6CDR9	YALI0_B21692g	
Q6CDS0	YALI0_B21670g	glyoxylate reductase (NADP+) activity [GO:0030267]; hydroxypyruvate reductase activity [GO:0016618]; NAD binding [GO:0051287]
Q6CDS1	YALI0_B21662g	mRNA binding [GO:0003729]
Q6CDS2	YALI0_B21626g	
Q6CDS3	YALI0_B21604g	ferrous iron transmembrane transporter activity [GO:0015093]
Q6CDS5	YALI0_B21560g	
Q6CDS8	YALI0_B21494g	nucleic acid binding [GO:0003676]; RNA-DNA hybrid ribonuclease activity [GO:0004523]
Q6CDS9	YALI0_B21472g	2-oxoglutarate-dependent dioxygenase activity [GO:0016706]
Q6CDT0	YALI0_B21450g	
Q6CDT2	YALI0_B21406g	
Q6CDT3	YALI0_B21384g	
Q6CDT4	YALI0_B21362g	protein folding chaperone [GO:0044183]
Q6CDT6	YALI0_B21318g	protein-macromolecule adaptor activity [GO:0030674]; ubiquitin protein ligase binding [GO:0031625]
Q6CDT7	YALI0_B21296g	
Q6CDT8	YALI0_B21274g	
Q6CDU0	YALI0_B21230g	hexose transmembrane transporter activity [GO:0015149]
Q6CDU1	YALI0_B21208g	
Q6CDU3	YALI0_B21164g	
Q6CDU4	YALI0_B21142g	spermine transmembrane transporter activity [GO:0000297]
